,year,selling_price,transmission,engine,max_power,torque
5992,2000,65000,1,112,170,388
5994,2018,834000,1,36,311,193
5995,2012,430000,1,90,204,182
5996,2010,360000,1,13,246,178
5997,2014,240000,1,114,189,407
5998,2016,210000,1,13,242,178
5999,2010,135000,1,24,228,95
6000,2017,700000,1,32,0,241
6002,2012,425000,1,46,12,260
6003,2011,150000,1,12,254,15
6004,2014,215000,1,114,189,407
6005,2014,225000,1,11,218,10
6006,2017,330000,1,120,218,426
6007,2007,54000,1,112,166,386
6008,2014,374000,0,10,261,35
6009,2012,549000,0,39,60,274
6010,2016,390000,1,26,229,95
6011,2013,455999,1,10,265,37
6012,2013,453000,0,10,14,152
6013,2016,579000,1,11,237,27
6014,2010,258000,0,10,253,33
6015,2012,428000,1,35,37,118
6016,2011,262000,1,10,253,32
6017,2013,389000,1,11,239,27
6018,2015,346000,1,11,246,10
6019,2011,339000,1,11,292,31
6020,2011,272000,0,10,253,33
6021,2012,369000,1,10,278,50
6022,2011,277000,1,10,278,50
6023,2018,535000,1,12,274,49
6024,2015,265000,1,119,220,424
6025,2013,400000,1,42,49,130
6026,2014,459999,1,3,230,137
6027,2019,667000,1,10,261,47
6028,2011,300000,1,71,71,302
6029,2012,229999,1,24,230,106
6030,2016,200000,1,24,228,106
6031,2005,150000,1,25,223,135
6032,2012,280000,1,25,218,139
6033,2014,590000,1,10,260,48
6034,2010,142000,1,2,224,436
6035,2017,850000,1,35,41,115
6036,2014,600000,1,36,311,193
6037,2017,700000,1,32,0,241
6038,2013,200000,1,12,254,15
6039,2016,900000,1,39,57,275
6040,2014,220000,1,119,220,424
6041,2018,650000,0,10,261,36
6042,2017,3100000,0,96,118,365
6043,2016,1500000,1,80,82,317
6044,2012,1800000,0,64,131,336
6045,2014,800000,1,71,74,311
6046,2017,2100000,0,69,67,292
6047,2010,250000,1,25,223,135
6048,2012,550000,1,29,23,249
6049,2009,125000,1,112,178,398
6050,2011,450000,1,35,42,116
6051,2015,850000,1,71,74,311
6052,2014,459999,1,13,242,178
6053,2014,434999,1,13,242,178
6054,2008,120000,1,26,230,79
6055,2015,600000,1,13,242,178
6056,2008,135000,1,119,222,424
6060,2016,780000,1,24,290,221
6061,2008,100000,1,112,178,398
6062,2017,650000,1,24,290,221
6063,2004,50000,1,112,170,388
6064,2012,425000,1,39,60,274
6065,2015,500000,1,13,298,202
6066,2017,590000,1,13,242,178
6067,2016,459999,1,119,219,424
6068,2020,578000,1,10,259,41
6069,2012,550000,1,13,291,193
6070,2013,465000,1,35,36,118
6071,2018,890000,1,32,230,182
6072,2014,250000,1,29,213,139
6094,2015,615000,1,13,242,178
6095,2014,684000,1,13,292,193
6096,2014,680000,1,13,292,193
6097,2014,500000,1,29,271,194
6098,2014,520000,1,29,271,194
6102,2018,675000,1,36,312,212
6103,2011,1350000,0,69,107,346
6104,2011,1350000,0,70,112,361
6107,2019,1200000,1,35,35,291
6125,2011,265000,1,13,239,178
6126,2016,395000,1,12,242,25
6127,2016,385000,1,12,242,25
6128,2009,142000,1,1,218,415
6129,2009,160000,1,2,224,436
6130,2012,180000,1,24,228,95
6136,2019,700000,1,8,306,59
6137,2015,400000,1,10,261,36
6138,2012,200000,1,24,230,61
6139,2012,250000,1,114,189,407
6140,2015,400000,1,119,219,424
6141,2013,371000,1,10,259,41
6143,2016,570000,1,36,315,199
6144,2013,300000,1,11,283,16
6145,2017,620000,1,10,260,48
6146,2018,949000,1,35,41,115
6147,2018,750000,1,32,230,182
6148,2017,350000,1,119,219,424
6149,2017,1250000,1,71,74,311
6150,2016,270000,1,120,218,426
6151,2013,235000,1,114,189,407
6152,2016,500000,1,10,259,41
6153,2012,220000,1,112,178,398
6154,2014,380000,1,13,242,178
6155,2010,160000,1,119,222,424
6157,2017,339000,1,119,224,427
6158,2011,229999,1,44,319,117
6159,2016,400000,1,11,250,173
6160,2018,470000,1,6,241,170
6161,2003,45000,1,112,170,388
6162,2019,575000,1,8,306,67
6163,2019,325000,1,120,218,426
6164,1997,50000,1,112,170,388
6165,2014,350000,1,119,219,424
6185,2016,300000,1,113,186,405
6186,2014,540000,1,29,25,249
6187,2018,580000,1,119,219,424
6188,2015,1000000,1,39,57,275
6189,2017,459999,1,13,242,174
6190,2015,635000,1,13,242,178
6191,2014,650000,1,39,60,274
6192,2013,525000,1,13,242,178
6193,2015,350000,1,5,222,432
6194,2008,320000,1,13,239,178
6195,2006,450000,1,85,5,187
6196,2011,227000,1,46,14,129
6197,2011,325000,1,90,205,157
6198,2018,275000,0,120,218,426
6199,2013,300000,1,10,262,50
6200,2011,400000,1,71,45,287
6201,2015,550000,1,36,8,260
6203,2017,900000,0,36,26,260
6204,2010,165000,1,112,178,398
6205,2014,210000,1,114,189,407
6206,2016,650000,1,29,23,245
6207,2014,680000,1,71,74,311
6208,2019,390000,1,120,218,426
6209,2016,260000,1,113,186,405
6210,2013,450000,1,10,278,50
6211,2008,130000,1,2,224,436
6212,2019,890000,1,13,287,193
6217,2014,3500000,0,102,113,356
6218,2014,750000,1,36,311,193
6219,2011,350000,1,89,255,186
6220,2019,2000000,0,54,73,151
6221,2017,270000,1,119,224,427
6222,2017,700000,1,21,296,85
6223,2010,130000,1,112,178,398
6224,2015,650000,1,13,292,193
6225,2005,55000,1,112,178,398
6226,2017,475000,0,119,218,424
6227,2013,325000,1,29,276,196
6228,2017,615000,0,12,289,31
6229,2015,390000,1,10,262,50
6230,2019,650000,0,10,259,41
6231,2015,440000,1,10,259,41
6232,2014,600000,1,36,311,193
6233,2012,170000,1,118,204,422
6234,2013,499000,1,90,205,160
6238,2015,1300000,1,85,3,191
6239,2016,800000,1,39,57,275
6240,2020,600000,1,10,259,41
6241,2017,400000,1,11,283,16
6242,2017,700000,1,13,242,178
6243,2017,800000,1,13,242,178
6244,2015,600000,1,36,311,193
6245,2016,580000,1,13,242,178
6246,2016,350000,1,113,186,405
6247,2011,204999,1,25,223,139
6248,2017,1350000,1,71,74,311
6249,2009,310000,1,24,295,224
6250,2011,700000,1,85,5,187
6251,2016,459999,1,36,317,212
6252,2017,860000,1,13,287,193
6253,2012,275000,1,2,226,438
6254,2016,390000,1,113,186,405
6256,2005,110000,1,112,178,398
6258,2018,5830000,0,104,160,396
6260,2018,665000,1,3,231,159
6261,2019,721000,1,10,260,48
6262,2016,390000,1,11,250,173
6264,2019,975000,1,88,19,248
6267,2019,685000,1,10,261,58
6268,2019,595000,1,10,259,41
6269,2018,900000,1,36,315,199
6270,2018,950000,1,13,288,193
6272,2017,570000,1,10,260,48
6273,2018,700000,1,10,260,48
6274,2018,910000,1,13,287,193
6275,2018,751000,1,13,242,178
6277,2009,135000,1,26,231,95
6283,2017,975000,1,39,57,270
6284,2019,925000,1,13,287,193
6285,2016,725000,1,13,292,193
6286,2013,550000,1,13,291,193
6287,2014,550000,1,24,290,221
6288,2013,750000,1,85,5,187
6289,2013,475000,1,35,42,116
6290,2017,325000,1,11,220,10
6291,2017,725000,1,13,288,193
6292,2018,775000,1,21,302,85
6293,2017,625000,1,13,242,178
6295,2014,470000,1,13,242,178
6296,2017,1750000,1,80,81,317
6297,2016,1650000,1,80,81,317
6299,2013,380000,1,13,242,178
6300,2017,650000,1,13,242,178
6301,2016,275000,1,114,189,407
6302,2009,220000,1,54,62,149
6303,2008,200000,1,2,224,436
6304,2015,315000,1,9,235,5
6305,2004,90000,1,112,178,398
6306,2007,120000,1,1,218,415
6307,2006,90000,1,119,222,424
6308,2018,1500000,1,71,74,311
6309,2015,370000,1,3,230,137
6310,2016,595000,1,13,242,178
6311,2007,150000,1,29,213,140
6312,2012,400000,1,13,239,178
6313,2016,310000,1,119,222,424
6314,2018,385000,1,119,219,424
6316,2014,750000,1,71,74,311
6317,2019,521000,0,2,223,440
6318,2010,180000,1,13,292,192
6319,2011,220000,1,25,223,135
6320,1998,40000,1,112,170,388
6321,2018,540000,1,10,261,36
6322,2007,140000,1,112,178,398
6323,2003,200000,1,117,200,411
6324,2015,650000,1,36,310,199
6325,2010,229999,1,25,223,135
6326,2010,305000,1,13,246,178
6328,2008,200000,1,25,223,135
6330,2010,465000,1,84,307,226
6331,2011,210000,1,29,206,139
6332,2016,570000,1,90,204,182
6333,2015,570000,1,21,302,85
6334,2015,650000,1,21,302,85
6335,2016,620000,1,10,270,55
6336,2012,250000,1,119,222,424
6337,2011,1000000,0,64,131,336
6338,2012,300000,1,119,197,408
6339,2013,300000,1,13,246,185
6340,2018,810000,1,36,315,199
6341,2011,270000,1,62,83,309
6342,2015,470000,1,13,242,178
6343,2017,400000,1,13,289,174
6344,2014,300000,1,119,219,424
6345,2015,170000,1,112,180,400
6346,2014,455999,1,29,23,249
6347,2009,121000,1,84,307,226
6350,2016,650000,1,13,287,193
6351,2017,350000,1,7,289,105
6352,2013,125000,1,116,194,123
6353,2005,80000,0,112,178,398
6355,2008,250000,1,35,251,66
6356,2011,225000,1,46,14,260
6357,2007,215000,1,90,205,157
6358,2017,450000,1,6,241,170
6359,2017,509999,1,10,261,36
6360,2015,245000,1,112,180,400
6362,2016,620000,1,13,287,193
6364,2019,1700000,1,58,71,324
6365,2019,590000,1,11,218,10
6366,2014,370000,1,13,240,178
6367,2013,350000,1,10,278,50
6368,2017,580000,1,10,268,55
6369,2018,450000,1,10,261,36
6370,2017,600000,1,10,261,46
6371,2016,2400000,0,73,96,342
6372,2017,450000,1,10,260,48
6373,2009,150000,1,24,228,95
6374,2019,400000,1,9,235,5
6375,2013,185000,1,112,180,400
6376,2018,625000,0,10,259,41
6377,2019,700000,1,10,261,46
6378,2017,390000,1,119,219,424
6379,2018,625000,1,11,25,143
6380,2014,400000,1,10,278,50
6381,2011,380000,1,24,295,224
6382,2009,400000,0,49,71,150
6383,2019,620000,1,7,289,105
6384,2008,190000,1,25,218,139
6385,2013,210000,1,112,180,400
6386,2012,270000,1,13,240,178
6387,1999,45000,1,117,200,411
6388,2014,220000,1,114,189,407
6389,2014,550000,1,90,205,160
6390,2013,370000,1,10,265,37
6392,2015,650000,1,84,302,215
6393,2012,550000,1,35,36,118
6394,2010,225000,1,25,223,135
6395,2004,40000,1,112,170,388
6396,2016,280000,1,114,189,407
6397,2017,570000,0,37,30,97
6398,2017,290000,1,112,180,400
6399,2018,720000,1,24,290,218
6400,2017,800000,1,36,310,199
6401,2012,265000,1,2,224,436
6402,2010,135000,1,112,178,398
6403,2016,350000,1,36,317,212
6405,2016,490000,1,13,236,148
6406,2012,450000,1,39,60,274
6407,2016,950000,1,65,45,284
6408,2012,355000,1,14,278,50
6409,2019,700000,1,10,261,47
6410,2012,459999,1,71,45,287
6411,2012,350000,1,12,239,161
6412,2006,85000,1,112,178,398
6413,2016,290000,1,112,180,400
6414,2019,1000000,1,36,311,193
6415,2008,85000,1,7,211,439
6416,2003,65000,1,112,178,398
6417,2005,75000,1,32,0,78
6418,2003,100000,1,55,215,207
6419,2009,170000,1,26,231,95
6420,2017,525000,0,10,261,36
6421,2020,265000,1,119,220,424
6422,2018,459999,1,12,274,49
6423,2017,250000,1,119,220,424
6424,2013,395000,1,13,242,178
6425,2014,375000,1,10,262,50
6426,2009,120000,1,26,231,90
6427,2011,290000,1,13,239,43
6428,2017,409999,1,12,274,49
6429,2009,200000,1,118,205,422
6430,2018,900000,1,36,26,260
6431,2003,50000,1,112,170,388
6432,2012,450000,1,29,23,249
6433,2012,650000,1,71,74,311
6434,2014,300000,1,36,287,237
6435,2014,425000,1,36,293,198
6436,1998,55000,1,117,200,411
6437,2011,200000,1,10,253,32
6438,2015,975000,1,71,74,311
6439,2013,450000,1,90,204,182
6440,2014,600000,1,90,204,182
6441,2014,550000,1,90,204,183
6442,2011,180000,1,13,246,175
6443,2010,300000,1,88,31,277
6444,2016,350000,1,7,289,105
6445,2014,465000,1,13,242,178
6446,2010,200000,1,13,292,192
6447,2014,350000,1,13,238,148
6448,2015,650000,1,35,40,115
6449,2010,150000,1,10,253,32
6450,2014,560000,1,36,311,193
6451,2015,625000,1,24,290,218
6452,2012,220000,1,25,223,139
6453,2013,250000,1,25,226,139
6454,2018,575000,1,13,289,174
6455,2015,1050000,1,71,74,311
6456,2015,3000000,0,71,134,367
6457,2012,200000,1,71,71,302
6458,2016,262000,1,112,180,400
6459,2018,299000,1,114,189,407
6460,2015,250000,1,112,180,400
6461,2011,140000,1,2,204,431
6462,2013,360000,1,13,242,178
6463,2015,210000,1,11,221,10
6464,2017,600000,1,24,290,221
6465,2011,210000,1,12,246,158
6466,2011,300000,1,46,14,260
6467,2016,450000,1,10,262,50
6468,2018,3200000,0,107,143,369
6469,2019,550000,1,10,261,36
6470,2011,100000,1,13,246,167
6471,2012,185000,1,114,189,407
6472,2006,80000,1,1,208,413
6473,2017,295000,1,112,180,400
6474,2017,360000,1,120,218,426
6475,2014,210000,1,119,222,424
6476,2019,585000,0,10,261,47
6477,2016,560000,1,36,289,237
6478,2015,600000,1,36,311,193
6479,2017,330000,1,11,218,10
6480,2019,990000,1,42,49,127
6481,2012,300000,1,19,222,144
6482,2018,650000,1,11,25,143
6483,2019,695000,0,10,261,58
6484,2014,300000,1,3,230,137
6485,2015,270000,1,112,180,400
6486,2010,185000,1,71,71,302
6487,2013,200000,1,13,249,200
6488,2019,459999,1,119,196,408
6489,2018,860000,1,35,25,278
6490,2018,400000,1,12,274,49
6491,2013,240000,1,13,240,178
6492,2015,570000,1,13,242,178
6493,2018,850000,1,36,315,199
6494,2011,155000,1,25,223,139
6495,2011,270000,1,24,295,224
6496,2015,610000,1,21,296,85
6497,2015,1000000,1,39,57,275
6498,2012,450000,1,71,45,287
6499,2018,500000,1,6,241,171
6500,2018,700000,1,36,312,193
6501,2007,135000,1,112,178,398
6502,2012,430000,1,71,45,287
6503,2014,625000,1,39,60,274
6504,2011,280000,1,36,308,89
6506,2012,220000,1,13,240,178
6507,2017,620000,1,10,259,41
6508,2011,300000,1,71,69,302
6509,2010,180000,1,112,178,398
6510,2013,250000,1,12,239,161
6511,2017,480000,1,10,270,55
6512,2019,885000,1,35,50,124
6513,2020,550000,1,11,250,173
6514,2018,800000,1,13,243,178
6515,2013,180000,1,2,204,431
6517,2012,380000,1,24,291,220
6518,2019,520000,0,12,272,49
6519,2004,90000,1,112,178,398
6520,2016,330000,1,119,219,424
6521,1999,40000,1,112,170,388
6522,2015,370000,1,13,238,148
6523,2009,290000,1,35,36,118
6524,2013,215000,1,114,189,407
6525,2017,1282000,1,71,91,348
6526,2012,610000,1,85,5,187
6527,2013,380000,1,24,291,219
6528,2017,1250000,1,65,45,284
6529,2012,400000,1,39,59,275
6530,2018,700000,0,10,261,47
6531,2014,650000,1,29,23,249
6532,2014,95000,1,110,172,380
6533,2015,1147000,1,71,74,311
6534,2010,150000,1,2,203,431
6535,2008,120000,1,112,178,398
6537,2010,180000,1,25,223,135
6538,2013,325000,1,22,218,139
6539,2015,550000,1,36,310,199
6540,2018,950000,1,36,310,199
6541,2014,500000,1,36,294,198
6542,2017,725000,1,36,318,212
6543,2015,500000,1,8,306,59
6544,2011,180000,1,29,210,139
6545,2016,650000,1,24,290,221
6546,2010,285000,1,13,246,178
6547,2011,210000,1,29,210,139
6548,2012,200000,1,25,218,139
6549,2011,295000,1,46,14,260
6550,2007,160000,1,35,251,66
6551,2017,450000,0,119,219,424
6552,2016,385000,1,11,218,10
6553,2011,350000,1,22,218,139
6592,2019,558000,1,13,243,178
6593,2010,165000,1,2,204,431
6594,2012,300000,1,24,291,220
6596,2012,900000,1,71,74,311
6597,2008,830000,0,104,154,382
6599,2014,640000,1,36,13,260
6600,2015,900000,1,71,45,284
6601,2013,450000,1,13,238,148
6602,2018,825000,1,13,287,193
6603,2013,500000,1,71,71,302
6604,2017,325000,1,11,262,54
6605,2014,450000,1,29,23,249
6606,2017,675000,1,12,289,31
6607,2017,415000,1,7,289,105
6608,2017,1100000,1,24,289,221
6609,2016,500000,1,11,237,27
6610,2014,509999,1,90,204,182
6611,2007,200000,1,92,45,287
6612,2007,60000,1,112,170,388
6613,2013,500000,1,39,59,275
6614,2009,45000,1,24,187,412
6615,2017,270000,1,113,186,405
6616,2017,550000,1,10,261,46
6617,2016,235000,1,120,218,426
6619,2015,525000,1,36,311,193
6620,2012,325000,1,13,242,178
6621,2014,420000,1,13,242,178
6622,2014,229999,1,119,222,424
6623,2013,375000,1,13,242,178
6624,2012,750000,1,71,45,287
6625,2018,400000,1,12,274,49
6626,2013,600000,1,71,74,311
6627,2008,110000,1,2,205,421
6628,2007,45000,1,112,170,388
6629,2019,722000,1,90,230,190
6630,2020,500000,1,12,273,49
6631,2007,250000,1,32,28,250
6632,2018,950000,1,36,26,260
6633,2013,375000,1,29,276,196
6634,2018,780000,1,13,243,178
6635,2018,575000,1,2,223,440
6636,2017,563000,1,10,260,48
6637,2017,450000,1,12,274,49
6638,2020,2300000,0,80,81,329
6639,1999,80000,1,112,170,388
6640,2010,320000,1,24,295,224
6641,2008,375000,1,54,62,149
6642,2017,400000,1,9,235,5
6643,2011,600000,1,88,31,277
6644,2016,315000,1,120,218,426
6645,2012,1100000,0,64,128,337
6646,2010,350000,1,13,239,178
6647,2016,375000,1,9,235,5
6648,2013,1050000,1,85,3,188
6650,2015,350000,1,119,219,424
6652,2010,120000,1,1,218,415
6653,2015,819999,1,71,74,311
6655,2018,451999,0,119,219,424
6656,2016,500000,1,10,262,50
6657,2015,1250000,1,85,3,191
6658,2015,500000,1,32,0,241
6659,2015,490000,1,13,242,178
6660,2008,200000,1,13,239,178
6661,2012,240000,1,119,222,424
6662,2018,655000,1,10,260,48
6663,2018,620000,1,10,261,46
6664,2015,450000,1,10,269,55
6665,2014,310000,1,119,219,424
6666,2007,150000,1,112,178,398
6667,2012,180000,1,116,194,123
6668,2011,150000,1,26,230,94
6669,2011,160000,1,25,223,139
6670,2013,600000,1,90,246,190
6671,2012,380000,1,46,12,260
6672,2007,120000,1,26,230,79
6673,2011,350000,1,85,2,191
6674,2012,135000,1,26,230,93
6675,2018,610000,1,10,261,36
6676,2020,260000,1,36,287,237
6677,2017,500000,1,10,261,36
6678,2016,220000,1,120,218,426
6679,2006,121000,1,54,62,149
6680,2017,350000,1,24,229,106
6681,2018,2200000,0,59,128,337
6682,2011,280000,1,24,295,224
6683,2020,919999,1,11,25,143
6684,2011,320000,1,24,295,224
6685,2012,140000,1,25,223,139
6686,2012,310000,1,13,292,193
6687,2006,65000,1,112,170,388
6688,2013,300000,1,13,238,148
6708,2011,575000,1,71,74,311
6709,2014,440000,1,71,69,304
6710,2012,380000,1,13,242,178
6711,2010,140000,1,20,295,57
6712,2015,475000,1,13,242,174
6713,2011,200000,1,84,307,226
6714,2010,400000,1,13,246,178
6715,2008,425000,1,85,5,187
6717,2015,509999,1,36,311,193
6718,2010,275000,1,2,224,436
6719,2017,650000,1,13,236,148
6720,2019,1850000,1,58,112,324
6721,2014,650000,1,29,23,245
6722,2016,360000,1,13,298,202
6723,2018,650000,0,36,27,261
6724,2013,2000000,0,71,134,359
6725,2017,675000,1,13,236,148
6726,2006,50000,1,112,170,388
6727,2017,445000,1,10,259,41
6728,2018,750000,1,24,291,231
6729,2012,425000,1,13,242,178
6731,2017,850000,1,24,290,221
6732,2016,400000,1,119,219,424
6733,2014,200000,1,24,228,106
6734,2016,550000,1,36,311,193
6735,2012,250000,1,11,283,16
6736,2014,206000,1,112,180,400
6737,2014,290000,1,114,189,407
6738,2010,45000,1,110,168,371
6740,2012,220000,1,29,276,196
6741,2008,515000,0,69,112,346
6742,2010,170000,1,112,178,398
6743,2010,260000,1,13,246,178
6744,2012,315000,1,46,14,260
6745,2011,225000,1,119,222,424
6746,2012,420000,1,59,71,303
6747,2011,525000,1,71,45,287
6748,2018,670000,0,13,242,178
6750,2013,250000,1,25,226,139
6751,2009,229999,1,13,239,178
6752,2009,229999,1,13,239,178
6753,2013,300000,1,11,281,16
6754,2010,165000,1,119,216,424
6755,2010,295000,1,71,68,302
6756,2011,360000,1,39,59,275
6757,2011,380000,1,39,59,275
6759,2008,320000,1,92,38,282
6760,2016,325000,1,11,218,10
6761,2010,160000,1,13,292,192
6762,2018,630000,1,32,230,182
6764,2014,229999,1,112,180,400
6765,2014,440000,1,13,242,178
6766,2007,90000,1,118,203,422
6767,2017,750000,1,13,287,193
6768,2012,330000,1,35,36,118
6769,2016,715000,1,13,287,193
6770,2013,250000,1,12,246,161
6771,2007,120000,1,1,208,415
6772,2004,100000,1,45,300,83
6773,2017,850000,0,36,26,260
6774,2018,450000,1,6,241,170
6775,2012,240000,1,12,239,161
6777,2015,600000,1,13,242,178
6778,2016,280000,1,13,236,148
6779,2012,465000,1,39,60,274
6780,2018,350000,1,112,180,400
6781,2013,325000,1,10,253,32
6782,2004,50000,1,26,203,62
6783,2006,110000,1,112,178,398
6785,2015,515000,1,90,204,182
6786,2018,750000,1,21,296,85
6787,2018,350000,1,114,189,407
6788,2019,488999,1,10,261,36
6789,2017,300000,1,112,180,400
6790,2017,650000,1,13,242,178
6791,2014,250000,1,119,216,424
6792,2014,200000,1,112,180,400
6793,2015,950000,1,71,45,284
6794,2012,200000,1,24,228,106
6795,2016,276000,1,119,224,427
6796,2014,250000,1,114,189,407
6797,2008,95000,1,112,178,398
6798,2011,200000,1,24,230,106
6799,2012,450000,1,39,60,274
6800,2013,900000,1,71,74,311
6801,2010,200000,1,24,228,95
6802,2010,200000,1,10,253,33
6803,2011,370000,1,90,204,182
6804,2008,250000,1,7,213,3
6805,2016,290000,1,113,186,405
6806,2018,900000,1,13,287,193
6807,2013,325000,1,25,226,139
6808,2016,425000,1,10,262,50
6809,2016,315000,1,113,186,405
6810,2014,300000,1,119,220,424
6811,2013,325000,1,10,253,33
6812,2016,900000,1,24,289,221
6813,2016,950000,1,24,289,221
6814,2010,320000,1,46,14,260
6815,2019,500000,1,120,246,428
6816,2012,290000,1,9,230,7
6817,2012,60000,1,110,171,380
6818,2009,120000,1,119,216,424
6819,2017,850000,1,36,309,193
6820,2017,1750000,1,80,82,317
6821,2015,600000,1,36,311,193
6822,2015,620000,1,36,292,237
6823,2009,150000,1,112,178,398
6824,2011,150000,1,2,203,431
6825,2008,135000,1,24,319,72
6826,2011,200000,1,26,231,95
6827,2015,730000,1,13,287,193
6828,2013,800000,1,85,3,191
6829,2009,300000,1,88,31,277
6830,2012,190000,1,25,223,139
6831,2011,350000,1,54,63,141
6832,2015,509999,1,3,231,159
6833,2012,400000,1,13,291,193
6834,2013,800000,1,85,0,191
6836,2016,930000,1,39,57,275
6837,2016,720000,1,13,287,193
6838,2011,225000,1,9,230,7
6839,2019,950000,1,36,315,199
6840,2018,530000,1,10,261,46
6841,2016,470000,1,10,260,48
6842,2017,650000,1,90,205,160
6843,2014,540000,1,71,71,302
6844,2015,459999,1,13,242,178
6845,2019,325000,1,113,186,405
6846,2016,240000,1,112,167,388
6847,2017,400000,1,11,262,54
6848,2004,70000,1,112,178,398
6849,2009,250000,1,14,278,50
6850,2014,910000,1,85,3,191
6851,2018,720000,1,13,243,178
6852,2015,590000,1,13,242,178
6853,2015,434000,1,89,234,147
6854,2006,145000,1,90,205,157
6855,2018,445000,1,11,262,54
6856,2011,191000,1,2,204,431
6857,2018,372000,1,36,317,212
6858,2005,65000,1,119,222,424
6860,2015,300000,1,25,224,139
6861,2003,125000,1,92,38,282
6862,2017,520000,1,12,274,49
6863,2014,190000,1,112,180,400
6864,2018,310000,1,120,218,426
6865,2012,750000,1,85,5,187
6866,2016,750000,0,32,0,241
6867,2019,350000,1,119,220,424
6868,2020,360000,1,112,180,400
6869,2017,285000,1,113,186,405
6870,2013,160000,1,112,180,400
6871,2015,229999,1,11,218,10
6872,2007,85000,1,112,178,398
6873,2018,300000,1,120,218,426
6874,2014,675000,1,71,45,287
6875,2014,700000,1,71,45,287
6876,2008,400000,1,92,38,282
6877,2016,254999,1,113,186,405
6878,2015,1050000,1,71,45,284
6879,2013,390000,1,13,242,178
6880,2015,450000,1,19,219,144
6881,2016,1630000,0,96,116,328
6882,2017,725000,1,13,287,193
6883,2013,466000,1,71,71,302
6900,2019,1520000,1,20,98,266
6901,2014,229999,1,119,220,424
6902,2011,250000,1,90,205,160
6903,2016,1350000,1,71,74,311
6904,2013,220000,1,2,204,431
6905,2015,360000,1,3,231,159
6906,2018,350000,1,119,220,424
6907,2012,500000,1,39,60,274
6908,2013,145000,1,116,194,123
6909,2014,300000,1,12,264,14
6911,2009,180000,1,33,304,64
6914,2014,620000,1,29,23,249
6915,2015,360000,1,34,290,88
6916,2010,245000,1,2,204,431
6918,2003,130000,1,45,300,83
6919,1999,70000,1,14,277,30
6920,1999,70000,1,14,277,30
6921,2014,650000,1,36,293,198
6922,2019,610000,1,10,259,41
6923,2015,300000,1,119,220,424
6924,2014,425000,1,3,230,137
6925,2012,450000,1,39,60,274
6926,2011,450000,1,39,59,275
6927,2011,340000,0,10,253,33
6928,2013,650000,1,13,291,193
6929,2009,160000,1,24,228,95
6930,2014,250000,1,26,230,94
6931,2012,225000,1,116,194,123
6932,2007,55000,1,24,183,416
6933,1996,42000,1,112,170,388
6935,2006,282000,1,62,31,276
6936,2007,80000,1,26,203,62
6937,2016,500000,1,10,270,55
6938,2016,500000,1,36,317,212
6939,2011,400000,1,13,242,178
6940,2013,550000,1,90,204,182
6941,2007,200000,1,71,71,302
6942,2012,280000,1,10,253,33
6943,2014,580000,1,13,242,178
6944,2009,100000,1,13,295,192
6945,2014,550000,1,90,246,190
6946,2017,700000,1,32,0,241
6947,2010,150000,1,20,295,57
6948,2014,190000,1,114,189,407
6949,2013,500000,1,90,204,182
6950,2017,640000,1,13,242,178
6951,2011,340000,1,12,246,161
6952,2019,811000,1,24,291,231
6953,2016,409999,1,13,240,178
6954,2007,220000,1,14,286,21
6955,2013,170000,1,26,181,416
6956,2018,700000,1,10,261,47
6957,2015,950000,1,71,45,284
6958,2003,80000,1,47,304,65
6978,2014,420000,1,13,242,178
6979,2018,899000,1,13,287,193
6980,2019,459999,1,11,218,10
6981,2008,150000,1,32,28,250
6982,2017,350000,1,120,218,426
6983,2015,509999,1,19,220,144
6984,2013,500000,1,90,204,183
6985,2017,370000,1,7,289,105
6986,2013,240000,1,119,222,424
6987,2015,530000,1,24,290,221
6988,2015,1000000,1,71,45,284
6989,2018,1600000,1,80,82,317
6990,2014,350000,1,10,253,33
6991,2015,1100000,0,71,74,311
6992,2011,220000,1,10,255,19
6993,2015,350000,1,10,262,50
6994,2013,370000,1,13,242,178
6995,2014,220000,1,14,278,50
6997,2017,400000,1,11,250,173
7005,2017,570000,1,35,51,124
7006,2013,650000,1,71,74,311
7007,2012,1680000,1,102,115,318
7008,2018,250000,1,113,188,405
7009,2014,320000,1,10,253,33
7010,2017,440000,0,119,218,424
7011,2013,315000,1,10,265,37
7013,2010,202999,1,13,295,192
7014,2012,179000,1,114,189,407
7015,2008,140000,1,10,253,32
7016,2008,150000,1,1,208,415
7017,2011,440000,1,90,205,157
7018,2011,250000,1,25,223,139
7019,2014,330000,1,119,219,424
7020,2010,250000,1,9,230,7
7021,2012,335000,1,10,265,37
7022,2016,1025000,1,71,74,311
7023,2012,320000,1,10,255,19
7024,2015,550000,1,21,296,85
7025,2018,800000,1,36,311,193
7026,2017,380000,1,12,274,49
7027,2013,400000,1,29,271,194
7028,2016,375000,1,119,219,424
7029,2017,1100000,0,35,41,115
7030,2018,650000,1,10,260,48
7031,2014,361000,0,11,247,11
7032,2012,140000,1,114,189,407
7033,2019,550000,1,10,261,36
7034,2019,670000,1,12,291,31
7035,2017,880000,1,13,287,193
7036,2018,950000,1,36,315,199
7037,2010,300000,1,62,83,309
7038,2017,1150000,0,35,41,115
7039,2015,450000,0,66,103,332
7040,2018,375000,1,9,202,417
7041,2016,600000,1,21,296,85
7042,2008,700000,1,85,5,187
